"","side_of_field","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","drive","qtr","down","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","pass_length","pass_location","air_yards","yards_after_catch","td_team","score_differential","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","offensive_play"
"30812","OPP",32,304,304,304,"Half2",22,4,2,0,20,56,0,1,0,1,0,"short","middle",2,-1,"0",-25,17,42,3,3,1
"30813","OPP",32,299,299,299,"Half2",22,4,3,0,20,56,0,1,0,1,0,"deep","right",17,-1,"0",-25,17,42,3,3,1
"30824","JAX",71,247,247,247,"Half2",24,4,1,0,10,33,22,1,0,1,0,"short","left",15,7,"0",-22,20,42,0,3,1
"30825","OPP",49,239,239,239,"Half2",24,4,1,0,10,33,5,1,1,1,0,"short","middle",3,2,"0",-22,20,42,0,3,1
"30826","JAX",59,230,230,230,"Half2",24,4,1,0,20,33,0,0,0,1,0,"deep","left",24,-1,"0",-22,20,42,0,3,1
"30828","JAX",54,185,185,185,"Half2",24,4,3,0,15,33,11,1,0,1,0,"short","left",5,6,"0",-22,20,42,0,3,1
"30831","OPP",32,121,121,121,"Half2",24,4,2,0,4,33,0,1,1,1,0,"deep","right",32,-1,"0",-22,20,42,0,3,1
"30833","OPP",32,112,112,112,"Half2",24,4,3,0,4,33,0,1,0,1,0,"short","right",7,-1,"0",-22,20,42,0,3,1
"30834","OPP",32,104,104,104,"Half2",24,4,4,0,4,33,-6,1,0,1,0,NA,NA,NA,-1,"0",-22,20,42,0,3,1
"32600","OPP",75,900,1800,3600,"Half1",1,1,1,0,10,34,0,0,0,1,0,"short","right",-4,-1,"0",0,0,0,3,3,0
"32602","OPP",70,860,1760,3560,"Half1",1,1,3,0,5,34,16,1,0,1,0,"short","left",11,5,"0",0,0,0,3,3,0
"32603","OPP",54,817,1717,3517,"Half1",1,1,1,0,10,34,0,0,0,1,0,"short","right",15,-1,"0",0,0,0,3,3,0
"32604","OPP",54,812,1712,3512,"Half1",1,1,2,0,10,34,7,0,0,1,0,"short","right",5,2,"0",0,0,0,3,3,0
"32605","JAX",47,764,1664,3464,"Half1",1,1,3,0,3,34,7,1,0,1,0,"short","right",5,2,"0",0,0,0,3,3,0
"32609","JAX",39,661,1561,3361,"Half1",1,1,1,0,15,34,-6,0,0,1,0,NA,NA,NA,-1,"0",0,0,0,3,3,0
"32610","JAX",45,618,1518,3318,"Half1",1,1,2,0,21,34,10,1,0,1,0,"short","middle",10,0,"0",0,0,0,3,3,0
"32611","JAX",35,575,1475,3275,"Half1",1,1,3,0,11,34,-6,1,0,1,0,"short","left",-9,3,"0",0,0,0,3,3,0
"32613","JAX",80,525,1425,3225,"Half1",2,1,1,0,10,48,0,1,0,1,0,"short","right",10,-1,"0",0,0,0,3,3,1
"32615","JAX",75,474,1374,3174,"Half1",2,1,3,0,5,48,39,1,0,1,0,"deep","left",37,2,"0",0,0,0,3,3,1
"32617","OPP",32,400,1300,3100,"Half1",2,1,2,0,6,48,0,1,0,1,0,"short","middle",6,-1,"0",0,0,0,3,3,1
"32618","OPP",69,389,1289,3089,"Half1",3,1,1,0,10,69,6,1,0,1,0,"short","left",-2,8,"0",0,0,0,3,3,0
"32622","OPP",53,233,1133,2933,"Half1",3,1,2,0,9,69,0,0,0,1,0,"short","left",11,-1,"0",0,0,0,3,3,0
"32623","OPP",53,228,1128,2928,"Half1",3,1,3,0,9,69,13,1,0,1,0,"short","left",13,0,"0",0,0,0,3,3,0
"32624","JAX",40,213,1113,2913,"Half1",3,1,1,0,10,69,25,0,0,1,0,"deep","right",24,1,"0",0,0,0,3,3,0
"32628","JAX",75,169,1069,2869,"Half1",4,1,1,0,10,-11,0,1,0,1,0,"short","right",5,-1,"0",-7,0,7,3,3,1
"32629","JAX",75,166,1066,2866,"Half1",4,1,2,0,10,-11,-11,1,0,1,0,NA,NA,NA,-1,"2",-7,0,13,3,3,1
"32633","JAX",72,119,1019,2819,"Half1",5,1,2,0,7,58,4,1,0,1,0,"short","right",-3,7,"0",-13,0,13,3,3,1
"32634","JAX",68,79,979,2779,"Half1",5,1,3,0,3,58,20,1,0,1,0,"short","right",3,17,"0",-13,0,13,3,3,1
"32635","OPP",48,41,941,2741,"Half1",5,1,1,0,10,58,13,1,0,1,0,"short","right",6,7,"0",-13,0,13,3,3,1
"32643","OPP",11,686,686,2486,"Half1",5,2,2,0,9,58,-6,1,0,1,0,NA,NA,NA,-1,"0",-13,0,13,3,3,1
"32646","OPP",80,603,603,2403,"Half1",6,2,3,0,7,83,32,1,0,1,0,"deep","left",27,5,"0",13,0,13,3,3,0
"32648","JAX",28,553,553,2353,"Half1",6,2,1,0,10,83,0,0,0,1,0,"deep","middle",19,-1,"0",13,0,13,3,3,0
"32649","JAX",28,549,549,2349,"Half1",6,2,2,0,10,83,27,1,0,1,0,"short","left",-1,28,"0",13,0,13,3,3,0
"32655","JAX",76,438,438,2238,"Half1",7,2,2,0,11,-1,0,1,0,1,0,"short","right",-1,1,"0",-20,0,20,3,3,1
"32656","JAX",76,392,392,2192,"Half1",7,2,3,0,11,-1,0,1,0,1,0,"short","right",-1,-1,"0",-20,0,20,3,3,1
"32660","OPP",60,293,293,2093,"Half1",8,2,3,0,2,16,5,1,0,1,0,"short","left",5,0,"0",20,0,20,3,3,0
"32662","OPP",52,218,218,2018,"Half1",8,2,2,0,7,16,0,0,0,1,0,"short","right",-2,-1,"0",20,0,20,3,3,0
"32663","OPP",52,214,214,2014,"Half1",8,2,3,0,7,16,0,1,0,1,0,"short","left",9,-1,"0",20,0,20,3,3,0
"32665","JAX",89,203,203,2003,"Half1",9,2,1,0,10,-3,0,1,0,1,0,"short","right",4,-1,"0",-20,0,20,3,3,1
"32667","JAX",98,198,198,1998,"Half1",9,2,3,0,19,-3,6,1,0,1,0,"short","right",2,4,"0",-20,0,20,3,3,1
"32669","OPP",54,146,146,1946,"Half1",10,2,1,0,10,47,30,0,0,1,0,"deep","right",27,3,"0",20,0,20,3,3,0
"32672","JAX",23,79,79,1879,"Half1",10,2,2,0,9,47,12,1,0,1,0,"short","middle",1,11,"0",20,0,20,3,3,0
"32676","JAX",13,70,70,1870,"Half1",10,2,2,0,12,47,6,0,0,1,0,"short","left",-2,8,"0",20,0,20,1,3,0
"32678","JAX",7,63,63,1863,"Half1",10,2,3,0,6,47,0,1,0,1,0,"short","middle",7,-1,"0",20,0,20,0,3,0
"32682","JAX",80,57,57,1857,"Half1",11,2,1,0,15,0,-6,1,0,1,0,NA,NA,NA,-1,"0",-23,0,23,0,3,1
"32684","JAX",86,51,51,1851,"Half1",11,2,2,0,21,0,0,1,0,1,0,"deep","middle",43,-1,"0",-23,0,23,0,2,1
"32685","JAX",86,44,44,1844,"Half1",11,2,3,0,21,0,11,1,0,1,0,"short","left",-3,14,"0",-23,0,23,0,2,1
"32688","OPP",66,24,24,1824,"Half1",12,2,1,0,10,12,22,1,0,1,0,"deep","right",19,3,"0",23,0,23,0,1,0
"32689","JAX",44,19,19,1819,"Half1",12,2,1,0,10,12,0,1,0,1,0,"deep","right",37,-1,"0",23,0,23,0,1,0
"32690","JAX",44,14,14,1814,"Half1",12,2,2,0,10,12,0,1,0,1,0,"short","left",10,-1,"0",23,0,23,0,1,0
"32692","OPP",54,6,6,1806,"Half1",12,2,3,0,20,12,0,1,0,1,0,"deep","left",41,-1,"0",23,0,23,0,1,0
"32695","JAX",75,900,1800,1800,"Half2",13,3,1,0,10,1,0,1,0,1,0,"short","middle",10,-1,"0",-23,0,23,3,3,1
"32697","JAX",85,879,1779,1779,"Half2",13,3,2,0,20,1,2,1,0,1,0,"short","left",-1,3,"0",-23,0,23,3,3,1
"32699","JAX",88,823,1723,1723,"Half2",13,3,3,0,23,1,14,1,0,1,0,"short","left",4,10,"0",-23,0,23,3,3,1
"32702","OPP",61,733,1633,1633,"Half2",14,3,2,0,11,24,10,1,0,1,0,"short","left",10,0,"0",23,0,23,3,3,0
"32706","JAX",33,568,1468,1468,"Half2",14,3,1,0,10,24,-3,0,0,1,0,NA,NA,NA,-1,"0",23,0,23,3,3,0
"32709","JAX",64,496,1396,1396,"Half2",15,3,2,0,13,26,17,1,0,1,0,"short","left",5,12,"0",-23,0,23,3,3,1
"32710","OPP",47,467,1367,1367,"Half2",15,3,1,0,10,26,15,0,1,1,0,"short","right",1,14,"0",-23,0,23,3,3,1
"32712","OPP",30,400,1300,1300,"Half2",15,3,2,0,8,26,0,1,0,1,0,"short","left",-1,1,"0",-23,0,23,3,3,1
"32713","OPP",30,358,1258,1258,"Half2",15,3,3,0,8,26,0,1,0,1,0,"short","right",0,-1,"0",-23,0,23,3,3,1
"32719","OPP",68,268,1168,1168,"Half2",16,3,3,0,3,29,6,1,0,1,0,"short","left",5,1,"0",20,3,23,3,3,0
"32721","OPP",72,212,1112,1112,"Half2",16,3,1,0,20,29,4,1,0,1,0,"short","right",-4,8,"0",20,3,23,3,3,0
"32722","OPP",68,177,1077,1077,"Half2",16,3,2,0,16,29,25,1,0,1,0,"short","right",15,10,"0",20,3,23,3,3,0
"32723","JAX",43,134,1034,1034,"Half2",16,3,1,0,10,29,5,0,0,1,0,"short","left",0,5,"0",20,3,23,3,3,0
"32725","JAX",43,65,965,965,"Half2",16,3,2,0,10,29,0,1,0,1,0,"deep","left",23,-1,"0",20,3,23,3,3,0
"32726","JAX",43,60,960,960,"Half2",16,3,3,0,10,29,6,1,0,1,0,"short","middle",-1,7,"0",20,3,23,3,3,0
"32727","JAX",37,14,914,914,"Half2",16,3,4,0,4,29,-9,1,0,1,0,NA,NA,NA,-1,"0",20,3,23,3,3,0
"32728","JAX",54,5,905,905,"Half2",17,3,1,0,10,54,17,1,0,1,0,"short","right",13,4,"0",-20,3,23,3,3,1
"32730","OPP",37,900,900,900,"Half2",17,4,1,0,10,54,30,1,0,1,0,"deep","right",29,1,"0",-20,3,23,3,3,1
"32732","OPP",3,821,821,821,"Half2",17,4,2,1,3,54,3,1,0,1,0,"short","right",2,1,"1",-20,9,23,3,3,1
"32733","OPP",2,817,817,817,"Half2",17,4,NA,0,0,54,2,0,0,1,0,NA,NA,NA,-1,"0",-14,11,23,3,3,1
"32737","OPP",69,738,738,738,"Half2",18,4,3,0,4,-3,-9,1,0,1,0,NA,NA,NA,-1,"0",12,11,23,3,3,0
"32739","OPP",37,678,678,678,"Half2",19,4,1,0,10,35,0,0,0,1,0,"short","right",-3,-1,"0",-12,11,23,3,3,1
"32740","OPP",37,673,673,673,"Half2",19,4,2,0,10,35,0,1,0,1,0,"deep","right",18,-1,"0",-12,11,23,3,3,1
"32741","OPP",37,668,668,668,"Half2",19,4,3,0,10,35,13,1,0,1,0,"short","left",8,5,"0",-12,11,23,3,3,1
"32743","OPP",25,612,612,612,"Half2",19,4,2,0,11,35,6,1,0,1,0,"short","left",1,5,"0",-12,11,23,3,3,1
"32744","OPP",19,563,563,563,"Half2",19,4,3,0,5,35,0,1,0,1,0,"short","right",0,-1,"0",-12,11,23,3,3,1
"32745","OPP",19,558,558,558,"Half2",19,4,4,0,5,35,11,1,0,1,0,"short","left",8,3,"0",-12,11,23,3,3,1
"32747","OPP",4,480,480,480,"Half2",19,4,2,1,4,35,-1,1,0,1,0,"short","right",-2,1,"0",-12,11,23,3,3,1
"32748","OPP",5,434,434,434,"Half2",19,4,3,1,5,35,0,1,0,1,0,"short","right",5,-1,"0",-12,11,23,3,3,1
"32751","OPP",2,385,385,385,"Half2",19,4,2,1,2,35,0,0,0,1,0,"short","middle",2,-1,"0",-12,11,23,3,3,1
"32752","OPP",2,376,376,376,"Half2",19,4,3,1,2,35,0,1,0,1,0,"short","left",2,-1,"0",-12,11,23,3,3,1
"32757","OPP",98,305,305,305,"Half2",20,4,3,0,11,-1,0,1,0,1,0,"short","right",13,-1,"0",12,11,23,2,3,0
"32760","JAX",80,281,281,281,"Half2",21,4,1,0,20,-6,2,1,0,1,0,"short","left",-3,5,"0",-12,11,23,2,3,1
"32762","JAX",74,247,247,247,"Half2",21,4,2,0,14,-6,-6,1,1,1,0,NA,NA,NA,-1,"0",-12,11,23,2,3,1
"32764","JAX",81,206,206,206,"Half2",21,4,4,0,21,-6,5,0,0,1,0,"short","right",-2,7,"0",-12,11,23,2,3,1
"32775","JAX",90,134,134,134,"Half2",23,4,1,0,10,-5,0,1,0,1,0,"short","right",0,-1,"0",-15,11,26,0,1,1
"32776","JAX",90,131,131,131,"Half2",23,4,2,0,10,-5,7,0,0,1,0,"short","left",5,2,"0",-15,11,26,0,1,1
"32779","JAX",78,120,120,120,"Half2",23,4,1,0,10,-5,0,1,0,1,0,"short","left",-1,-1,"0",-15,11,26,0,1,1
"32780","JAX",78,115,115,115,"Half2",23,4,2,0,10,-5,0,1,0,1,0,"short","right",4,-1,"0",-15,11,26,0,1,1
"32782","JAX",83,111,111,111,"Half2",23,4,3,0,15,-5,6,1,0,1,0,"short","left",2,4,"0",-15,11,26,0,1,1
"32783","JAX",77,105,105,105,"Half2",23,4,4,0,9,-5,-18,1,0,1,0,NA,NA,NA,-1,"0",-15,11,26,0,1,1
"36010","JAX",75,861,1761,3561,"Half1",1,1,2,0,10,67,12,1,0,1,0,"short","left",3,9,"0",0,0,0,3,3,1
"36018","OPP",34,555,1455,3255,"Half1",1,1,3,0,5,67,22,1,0,1,0,"deep","right",22,0,"0",0,0,0,3,3,1
"36020","OPP",11,486,1386,3186,"Half1",1,1,2,0,9,67,0,1,1,1,0,"short","left",-4,-1,"0",0,0,0,3,3,1
"36025","OPP",52,399,1299,3099,"Half1",2,1,1,0,10,79,45,0,0,1,0,"short","right",12,33,"0",-3,3,0,3,3,0
"36032","JAX",66,262,1162,2962,"Half1",3,1,3,0,1,9,0,1,0,1,0,"short","left",6,-1,"0",-4,3,7,3,3,1
"36035","OPP",84,218,1118,2918,"Half1",4,1,2,0,8,15,6,1,0,1,0,"short","middle",4,2,"0",4,3,7,3,3,0
"36036","OPP",78,175,1075,2875,"Half1",4,1,3,0,2,15,6,1,0,1,0,"short","left",2,4,"0",4,3,7,3,3,0
"36037","OPP",72,132,1032,2832,"Half1",4,1,1,0,10,15,0,0,0,1,0,"deep","left",26,-1,"0",4,3,7,3,3,0
"36040","OPP",65,63,963,2763,"Half1",4,1,1,0,20,15,0,1,0,1,0,"deep","middle",53,-1,"0",4,3,7,3,3,0
"36041","OPP",65,54,954,2754,"Half1",4,1,2,0,20,15,4,0,0,1,0,"short","right",4,0,"0",4,3,7,3,3,0
"36042","OPP",61,6,906,2706,"Half1",4,1,3,0,16,15,-10,1,0,1,0,NA,NA,NA,-1,"0",4,3,7,3,3,0
"36045","JAX",82,887,887,2687,"Half1",5,2,1,0,10,16,6,1,0,1,0,"short","middle",4,2,"0",-4,3,7,3,3,1
"36046","JAX",76,853,853,2653,"Half1",5,2,2,0,4,16,0,1,0,1,0,"short","left",-3,-1,"0",-4,3,7,3,3,1
"36049","JAX",74,782,782,2582,"Half1",5,2,2,0,15,16,12,1,0,1,0,"short","right",-6,18,"0",-4,3,7,3,3,1
"36050","JAX",62,736,736,2536,"Half1",5,2,3,0,3,16,-4,1,0,1,0,NA,NA,NA,-1,"0",-4,3,7,3,3,1
"36054","OPP",65,613,613,2413,"Half1",6,2,2,0,10,75,9,1,0,1,0,"short","middle",6,3,"0",4,3,7,3,3,0
"36057","OPP",54,531,531,2331,"Half1",6,2,1,0,10,75,6,0,1,1,0,"short","right",0,6,"0",4,3,7,3,2,0
"36059","JAX",25,445,445,2245,"Half1",6,2,1,0,10,75,2,1,0,1,0,"short","right",-1,3,"0",4,3,7,3,2,0
"36060","JAX",23,395,395,2195,"Half1",6,2,2,0,8,75,19,1,0,1,0,"short","left",-5,24,"0",4,3,7,3,2,0
"36067","JAX",57,240,240,2040,"Half1",7,2,1,0,10,17,2,0,0,1,0,"short","left",2,0,"0",-11,3,14,3,2,1
"36068","JAX",55,195,195,1995,"Half1",7,2,2,0,8,17,7,1,0,1,0,"short","right",7,0,"0",-11,3,14,3,2,1
"36070","JAX",58,124,124,1924,"Half1",7,2,3,0,11,17,0,1,0,1,0,"short","left",12,-1,"0",-11,3,14,3,2,1
"36074","JAX",30,102,102,1902,"Half1",8,2,1,0,10,80,30,0,0,1,0,"deep","left",23,7,"2",11,3,20,3,2,0
"36077","JAX",75,94,94,1894,"Half1",9,2,1,0,10,7,8,1,0,1,0,"short","left",8,0,"0",-18,3,21,3,2,1
"36078","JAX",67,89,89,1889,"Half1",9,2,2,0,2,7,0,1,0,1,0,"deep","left",35,-1,"0",-18,3,21,3,2,1
"36084","OPP",67,51,51,1851,"Half1",10,2,1,0,10,57,0,1,0,1,0,"short","middle",7,-1,"0",18,3,21,3,1,0
"36085","OPP",67,46,46,1846,"Half1",10,2,2,0,10,57,9,1,0,1,0,"short","middle",-7,16,"0",18,3,21,3,1,0
"36086","JAX",43,40,40,1840,"Half1",10,2,1,0,10,57,8,1,0,1,0,"short","middle",2,6,"0",18,3,21,3,1,0
"36088","JAX",35,34,34,1834,"Half1",10,2,2,0,2,57,8,1,0,1,0,"short","left",0,8,"0",18,3,21,3,0,0
"36090","JAX",22,16,16,1816,"Half1",10,2,1,0,5,57,0,1,0,1,0,"short","left",4,-1,"0",18,3,21,3,0,0
"36091","JAX",22,12,12,1812,"Half1",10,2,2,0,5,57,0,1,0,1,0,"deep","right",16,-1,"0",18,3,21,3,0,0
"36097","OPP",84,853,1753,1753,"Half2",12,3,2,0,10,84,0,0,0,1,0,"deep","left",27,-1,"0",21,3,24,3,3,0
"36098","OPP",84,846,1746,1746,"Half2",12,3,3,0,10,84,84,1,0,1,0,"short","right",-1,85,"2",21,3,30,3,3,0
"36101","JAX",70,827,1727,1727,"Half2",13,3,1,0,10,70,1,1,0,1,0,"short","right",-2,3,"0",-28,3,31,3,3,1
"36102","JAX",69,786,1686,1686,"Half2",13,3,2,0,9,70,4,1,0,1,0,"short","middle",4,0,"0",-28,3,31,3,3,1
"36103","JAX",65,742,1642,1642,"Half2",13,3,3,0,5,70,4,1,0,1,0,"short","left",4,0,"0",-28,3,31,3,3,1
"36105","JAX",59,659,1559,1559,"Half2",13,3,1,0,10,70,2,1,0,1,0,"short","right",-2,4,"0",-28,3,31,3,3,1
"36106","JAX",67,647,1547,1547,"Half2",13,3,1,0,18,70,8,1,0,1,0,"short","middle",4,4,"0",-28,3,31,3,3,1
"36107","JAX",59,612,1512,1512,"Half2",13,3,2,0,10,70,0,1,0,1,0,"short","right",2,-1,"0",-28,3,31,3,3,1
"36108","JAX",59,608,1508,1508,"Half2",13,3,3,0,10,70,7,1,0,1,0,"short","middle",7,0,"0",-28,3,31,3,3,1
"36109","JAX",52,559,1459,1459,"Half2",13,3,4,0,3,70,9,0,0,1,0,"short","left",6,3,"0",-28,3,31,3,3,1
"36111","JAX",53,507,1407,1407,"Half2",13,3,1,0,20,70,6,1,0,1,0,"short","right",3,3,"0",-28,3,31,3,3,1
"36113","OPP",42,424,1324,1324,"Half2",13,3,3,0,9,70,4,1,0,1,0,"short","right",3,1,"0",-28,3,31,3,3,1
"36115","OPP",30,369,1269,1269,"Half2",13,3,1,0,10,70,6,1,0,1,0,"short","middle",0,6,"0",-28,3,31,3,3,1
"36116","OPP",12,355,1255,1255,"Half2",13,3,1,0,10,70,12,1,0,1,0,"short","right",12,0,"1",-28,9,31,3,3,1
"36119","OPP",73,339,1239,1239,"Half2",14,3,1,0,10,73,19,0,0,1,0,"short","middle",12,7,"0",21,10,31,3,3,0
"36121","OPP",53,256,1156,1156,"Half2",14,3,2,0,9,73,15,1,0,1,0,"short","right",10,5,"0",21,10,31,3,3,0
"36124","JAX",44,121,1021,1021,"Half2",14,3,3,0,16,73,44,1,0,1,0,"deep","middle",43,1,"2",21,10,37,3,3,0
"36127","JAX",81,105,1005,1005,"Half2",15,3,1,0,10,19,2,1,0,1,0,"short","left",1,1,"0",-28,10,38,3,3,1
"36128","JAX",79,76,976,976,"Half2",15,3,2,0,8,19,9,1,0,1,0,"short","left",5,4,"0",-28,10,38,3,3,1
"36130","JAX",62,20,920,920,"Half2",15,3,2,0,2,19,0,1,1,1,0,"short","middle",4,-1,"0",-28,10,38,3,3,1
"36133","JAX",61,900,900,900,"Half2",15,4,4,0,1,19,-1,1,0,1,0,"short","left",-1,0,"0",-28,10,38,3,3,1
"36139","JAX",12,703,703,703,"Half2",16,4,1,0,10,38,-2,1,0,1,0,"short","right",-5,3,"0",28,10,38,3,3,0
"36140","JAX",14,659,659,659,"Half2",16,4,2,0,12,38,14,0,0,1,0,"short","right",13,1,"2",28,10,44,3,3,0
"36143","JAX",75,653,653,653,"Half2",17,4,1,0,10,0,0,1,0,1,0,"short","right",7,-1,"0",-35,10,45,3,3,1
"36144","JAX",75,646,646,646,"Half2",17,4,2,0,10,0,0,1,0,1,0,"short","left",5,-1,"0",-35,10,45,3,3,1
"36145","JAX",75,637,637,637,"Half2",17,4,3,0,10,0,0,1,0,1,0,"short","right",0,-1,"0",-35,10,45,3,3,1
"36147","OPP",76,621,621,621,"Half2",18,4,1,0,10,4,0,1,0,1,0,"short","left",-4,-1,"0",35,10,45,3,3,0
"36149","OPP",72,576,576,576,"Half2",18,4,3,0,6,4,0,1,0,1,0,"deep","right",22,-1,"0",35,10,45,3,3,0
"36151","JAX",88,553,553,553,"Half2",19,4,1,0,10,52,5,1,0,1,0,"short","left",-2,7,"0",-35,10,45,3,3,1
"36153","JAX",68,521,521,521,"Half2",19,4,1,0,10,52,7,1,0,1,0,"short","left",5,2,"0",-35,10,45,3,3,1
"36154","JAX",61,496,496,496,"Half2",19,4,2,0,3,52,-3,1,0,1,0,NA,NA,NA,-1,"0",-35,10,45,3,3,1
"36155","JAX",64,471,471,471,"Half2",19,4,3,0,6,52,10,1,1,1,0,"short","left",9,1,"0",-35,10,45,3,3,1
"36158","OPP",43,379,379,379,"Half2",19,4,1,0,10,52,0,1,0,1,0,"short","right",0,-1,"0",-35,10,45,3,3,1
"36159","OPP",43,376,376,376,"Half2",19,4,2,0,10,52,0,1,0,1,0,"deep","right",23,-1,"0",-35,10,45,3,3,1
"36160","OPP",43,367,367,367,"Half2",19,4,3,0,10,52,7,1,0,1,0,"short","right",3,4,"0",-35,10,45,3,3,1
"36161","OPP",36,340,340,340,"Half2",19,4,4,0,3,52,0,1,0,1,0,"deep","right",21,-1,"0",-35,10,45,3,3,1
"36165","OPP",65,243,243,243,"Half2",20,4,3,0,11,39,14,1,0,1,0,"short","middle",-1,15,"0",35,10,45,3,3,0
"38805","OPP",60,798,1698,3498,"Half1",1,1,1,0,10,75,9,0,0,1,0,"short","middle",2,7,"0",0,0,0,3,3,0
"38806","OPP",51,764,1664,3464,"Half1",1,1,2,0,1,75,10,0,0,1,0,"short","left",4,6,"0",0,0,0,3,3,0
"38808","JAX",40,698,1598,3398,"Half1",1,1,2,0,9,75,40,0,0,1,0,"short","middle",10,30,"2",0,0,6,3,3,0
"38813","JAX",69,613,1513,3313,"Half1",2,1,3,0,4,65,55,1,0,1,0,"deep","left",29,26,"0",-7,0,7,3,3,1
"38815","OPP",13,538,1438,3238,"Half1",2,1,2,0,9,65,0,1,0,1,0,"short","right",3,-1,"0",-7,0,7,3,3,1
"38819","OPP",75,489,1389,3189,"Half1",3,1,1,0,10,60,13,0,0,1,0,"short","right",0,13,"0",4,3,7,3,3,0
"38821","OPP",60,430,1330,3130,"Half1",3,1,2,0,8,60,6,1,0,1,0,"short","right",0,6,"0",4,3,7,3,3,0
"38822","OPP",54,391,1291,3091,"Half1",3,1,3,0,2,60,36,1,0,1,0,"deep","left",24,12,"0",4,3,7,3,3,0
"38823","JAX",18,346,1246,3046,"Half1",3,1,1,0,10,60,0,0,0,1,0,"deep","left",18,-1,"0",4,3,7,3,3,0
"38825","JAX",15,300,1200,3000,"Half1",3,1,3,0,7,60,0,1,0,1,0,"short","left",15,-1,"0",4,3,7,3,3,0
"38828","JAX",66,286,1186,2986,"Half1",4,1,1,0,10,3,0,1,0,1,0,"short","middle",9,-1,"0",-7,3,10,3,3,1
"38830","JAX",63,241,1141,2941,"Half1",4,1,3,0,7,3,0,1,0,1,0,"deep","right",43,-1,"0",-7,3,10,3,3,1
"38835","OPP",74,99,999,2799,"Half1",5,1,2,0,14,29,12,1,0,1,0,"short","right",6,6,"0",7,3,10,3,3,0
"38837","OPP",62,60,960,2760,"Half1",5,1,3,0,2,29,7,0,0,1,0,"short","right",2,5,"0",7,3,10,3,2,0
"38838","OPP",55,31,931,2731,"Half1",5,1,1,0,10,29,15,0,1,1,0,"short","middle",14,1,"0",7,3,10,3,2,0
"38840","JAX",40,900,900,2700,"Half1",5,2,1,0,10,29,-8,0,0,1,0,NA,NA,NA,-1,"0",7,3,10,3,2,0
"38841","JAX",48,860,860,2660,"Half1",5,2,2,0,18,29,0,0,0,1,0,"short","left",-2,-1,"0",7,3,10,3,2,0
"38842","JAX",48,857,857,2657,"Half1",5,2,3,0,18,29,-8,1,0,1,0,NA,NA,NA,-1,"0",7,3,10,3,2,0
"38845","JAX",85,780,780,2580,"Half1",6,2,2,0,11,-5,0,1,0,1,0,"short","right",13,-1,"0",-7,3,10,3,2,1
"38846","JAX",85,776,776,2576,"Half1",6,2,3,0,11,-5,-4,1,0,1,0,NA,NA,NA,-1,"0",-7,3,10,3,2,1
"38854","JAX",39,509,509,2309,"Half1",7,2,2,0,18,10,0,1,0,1,0,"short","right",9,-1,"0",7,3,10,3,2,0
"38855","JAX",39,500,500,2300,"Half1",7,2,3,0,18,10,-7,1,0,1,0,NA,NA,NA,-1,"0",7,3,10,3,2,0
"38859","JAX",98,369,369,2169,"Half1",8,2,3,0,12,-2,0,1,0,1,0,"short","right",3,-1,"0",-7,3,10,3,2,1
"38861","MID",50,355,355,2155,"Half1",9,2,1,0,10,35,1,0,0,1,0,"short","right",0,1,"0",7,3,10,3,2,0
"38862","JAX",49,327,327,2127,"Half1",9,2,2,0,9,35,14,0,0,1,0,"short","left",-3,17,"0",7,3,10,3,2,0
"38864","JAX",32,263,263,2063,"Half1",9,2,2,0,7,35,0,0,0,1,0,"short","left",-6,-1,"0",7,3,10,3,2,0
"38869","JAX",15,147,147,1947,"Half1",9,2,3,0,8,35,0,1,0,1,0,"short","left",5,-1,"0",7,3,10,3,2,0
"38872","JAX",75,141,141,1941,"Half1",10,2,1,0,10,14,11,1,0,1,0,"short","middle",7,4,"0",-10,3,13,3,2,1
"38874","JAX",64,120,120,1920,"Half1",10,2,1,0,10,14,3,1,0,1,0,"short","right",-1,4,"0",-10,3,13,3,2,1
"38875","JAX",61,96,96,1896,"Half1",10,2,2,0,7,14,0,1,1,1,0,"short","left",6,-1,"0",-10,3,13,3,2,1
"38876","JAX",61,89,89,1889,"Half1",10,2,3,0,7,14,0,1,0,1,0,"short","right",13,-1,"0",-10,3,13,3,2,1
"38879","OPP",67,57,57,1857,"Half1",11,2,1,0,10,69,21,1,1,1,0,"short","left",-5,26,"0",10,3,13,3,2,0
"38880","JAX",46,31,31,1831,"Half1",11,2,1,0,10,69,0,1,1,1,0,"short","right",1,-1,"0",10,3,13,3,2,0
"38881","JAX",46,26,26,1826,"Half1",11,2,2,0,10,69,0,1,0,1,0,"short","left",11,-1,"0",10,3,13,3,2,0
"38882","JAX",46,20,20,1820,"Half1",11,2,3,0,10,69,20,1,0,1,0,"short","middle",13,7,"0",10,3,13,3,2,0
"38883","JAX",26,15,15,1815,"Half1",11,2,1,0,10,69,17,1,0,1,0,"short","middle",2,15,"0",10,3,13,3,2,0
"38885","JAX",9,8,8,1808,"Half1",11,2,1,1,9,69,0,1,0,1,0,"short","left",4,-1,"0",10,3,13,3,1,0
